"","scientificName","family","eventDate","decimalLongitude","decimalLatitude","basisOfRecord","date_year","individualCount","identifiedBy","datasetID","datasetName","dataset_id","institutionCode","ownerInstitutionCode","collectionCode","catalogNumber","occurrenceStatus","samplingEffort"
"11","Phoebastria nigripes","Diomedeidae","2010-07-21T17:15:00",-124.650333,45.334,"HumanObservation",2010,25,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_27681","present",NA
"12","Fulmarus glacialis","Procellariidae","2007-08-07T20:32:00",-124.433667,44,"HumanObservation",2007,2,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_18993","present",NA
"13","Phoebastria nigripes","Diomedeidae","2007-07-26T14:00:00",-124.416833,45.6645,"HumanObservation",2007,1,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_18089","present",NA
"14","Fulmarus glacialis","Procellariidae","2011-09-05T18:10:00",-124.2,43.830667,"HumanObservation",2011,2,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_33018","present",NA
"15","Fulmarus glacialis","Procellariidae","2007-08-03T12:38:00",-124.651667,44.998333,"HumanObservation",2007,50,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_18933","present",NA
"16","Fulmarus glacialis","Procellariidae","2010-07-11T12:20:00",-124.399,47.166167,"HumanObservation",2010,2,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_27312","present",NA
"17","Phoebastria nigripes","Diomedeidae","2002-07-31T15:36:00",-124.667167,43.834,"HumanObservation",2002,30,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_2310","present",NA
"18","Phoebastria nigripes","Diomedeidae","2003-08-16T12:20:00",-124.433833,44.001333,"HumanObservation",2003,2,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_5614","present",NA
"19","Fulmarus glacialis","Procellariidae","2007-08-04T12:58:00",-124.893167,44.668333,"HumanObservation",2007,1,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_18946","present",NA
"20","Phoebastria nigripes","Diomedeidae","2009-07-31T15:27:00",-124.668667,44.333667,"HumanObservation",2009,15,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_24546","present",NA
"21","Puffinus griseus","Procellariidae","2002-07-04T15:11:00",-125.633833,48.1705,"HumanObservation",2002,1,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_824","present",NA
"22","Fulmarus glacialis","Procellariidae","2007-07-31T17:17:00",-124.184833,44.666167,"HumanObservation",2007,4,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_18259","present",NA
"23","Phoebastria nigripes","Diomedeidae","2008-07-08T20:35:00",-125.133667,47.835,"HumanObservation",2008,23,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_20731","present",NA
"24","Phoebastria nigripes","Diomedeidae","2007-07-28T15:29:00",-124.416667,45.331333,"HumanObservation",2007,8,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_18111","present",NA
"25","Larus glaucescens","Laridae","2006-08-02T16:41:00",-124.4335,43.666333,"HumanObservation",2006,1,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_15186","present",NA
"26","Fulmarus glacialis","Procellariidae","2005-07-18T20:39:00",-124.419333,45.332333,"HumanObservation",2005,1,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_11230","present",NA
"27","Fulmarus glacialis","Procellariidae","2004-06-29T15:26:00",-125.134,47.999333,"HumanObservation",2004,5,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_6703","present",NA
"28","Fulmarus glacialis","Procellariidae","2004-06-28T12:24:00",-125.385167,48.166,"HumanObservation",2004,4,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_6691","present",NA
"29","Phoebastria nigripes","Diomedeidae","2002-08-01T13:45:00",-124.433667,43.666667,"HumanObservation",2002,12,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_2314","present",NA
"30","Larus argentatus","Laridae","2010-08-10T16:58:00",-124.6845,42.334333,"HumanObservation",2010,12,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_28647","present",NA
"31","Fulmarus glacialis","Procellariidae","2006-07-26T13:00:00",-124.8695,44.667167,"HumanObservation",2006,1,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_14680","present",NA
"32","Fulmarus glacialis","Procellariidae","2010-07-15T13:42:00",-124.651,46.165667,"HumanObservation",2010,15,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_27648","present",NA
"33","Fulmarus glacialis","Procellariidae","2008-07-15T18:37:00",-124.882833,47.165833,"HumanObservation",2008,12,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_21010","present",NA
"34","Fulmarus glacialis","Procellariidae","2007-07-04T21:14:00",-125.632833,48.1655,"HumanObservation",2007,3,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_17527","present",NA
"35","Larus argentatus","Laridae","2010-07-21T13:38:00",-124.649667,45.499667,"HumanObservation",2010,8,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_27678","present",NA
"36","Larus glaucescens","Laridae","2007-08-06T17:28:00",-124.679667,44,"HumanObservation",2007,20,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_18980","present",NA
"37","Phoebastria nigripes","Diomedeidae","2005-07-16T12:40:00",-124.648833,45.834333,"HumanObservation",2005,6,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_11211","present",NA
"38","Fulmarus glacialis","Procellariidae","2009-07-24T16:48:00",-124.419333,45.331667,"HumanObservation",2009,2,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_24414","present",NA
"39","Phoebastria nigripes","Diomedeidae","2006-07-16T13:46:00",-124.633667,46.667167,"HumanObservation",2006,2,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_14614","present",NA
"40","Phoebastria nigripes","Diomedeidae","2006-07-17T18:49:00",-124.400667,46,"HumanObservation",2006,7,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_14632","present",NA
"41","Phoebastria nigripes","Diomedeidae","2004-07-07T18:00:00",-124.392,46.3315,"HumanObservation",2004,11,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_6741","present",NA
"42","Larus argentatus","Laridae","2011-09-04T12:25:00",-124.433167,43.664833,"HumanObservation",2011,23,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_33012","present",NA
"43","Fulmarus glacialis","Procellariidae","2003-07-17T17:00:00",-125.6305,48.004,"HumanObservation",2003,5,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_4985","present",NA
"44","Fulmarus glacialis","Procellariidae","2002-07-12T17:05:00",-124.400167,45.997667,"HumanObservation",2002,1,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_794","present",NA
"45","Fulmarus glacialis","Procellariidae","2010-08-07T16:49:00",-124.666167,43.335333,"HumanObservation",2010,3,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_28628","present",NA
"46","Fulmarus glacialis","Procellariidae","2006-08-06T14:16:00",-124.666667,43.169,"HumanObservation",2006,1,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_15196","present",NA
"47","Phoebastria nigripes","Diomedeidae","2010-07-03T13:15:00",-124.893333,47.497667,"HumanObservation",2010,9,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_27020","present",NA
"48","Phoebastria nigripes","Diomedeidae","2009-08-03T17:09:00",-124.900667,44.000333,"HumanObservation",2009,11,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_24559","present",NA
"49","Fulmarus glacialis","Procellariidae","2004-07-16T15:12:00",-124.651,44.834833,"HumanObservation",2004,1,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_7368","present",NA
"50","Phoebastria nigripes","Diomedeidae","2007-07-24T19:40:00",-124.166667,45.832667,"HumanObservation",2007,2,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_18079","present",NA
"51","Phoebastria nigripes","Diomedeidae","2008-07-24T16:38:00",-124.649667,45.666333,"HumanObservation",2008,1,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_21236","present",NA
"52","Larus argentatus","Laridae","2010-07-19T16:18:00",-124.641167,45.669667,"HumanObservation",2010,1,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_27665","present",NA
"53","Fulmarus glacialis","Procellariidae","2009-07-17T20:10:00",-124.6495,46.166667,"HumanObservation",2009,1,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_24390","present",NA
"54","Fulmarus glacialis","Procellariidae","2010-08-03T19:36:00",-124.671833,43.9995,"HumanObservation",2010,17,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_28129","present",NA
"55","Puffinus griseus","Procellariidae","2011-08-25T14:05:00",-124.666667,42.998167,"HumanObservation",2011,2,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_32924","present",NA
"56","Fulmarus glacialis","Procellariidae","2007-07-17T16:05:00",-124.8825,46.829,"HumanObservation",2007,1,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_18060","present",NA
"57","Puffinus griseus","Procellariidae","2011-07-29T14:26:00",-124.416667,45.667,"HumanObservation",2011,3,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_31881","present",NA
"58","Phoebastria nigripes","Diomedeidae","2007-07-30T18:00:00",-124.416833,45.168167,"HumanObservation",2007,8,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_18247","present",NA
"59","Fulmarus glacialis","Procellariidae","2003-07-17T14:05:00",-125.384167,48.166333,"HumanObservation",2003,20,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_4982","present",NA
"60","Fulmarus glacialis","Procellariidae","2003-07-29T12:20:00",-124.6485,46.162833,"HumanObservation",2003,1,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_5019","present",NA
"61","Larus glaucescens","Laridae","2009-07-25T15:40:00",-124.184833,45.1655,"HumanObservation",2009,1,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_24421","present",NA
"62","Larus glaucescens","Laridae","2008-07-24T19:56:00",-124.416167,45.667167,"HumanObservation",2008,1,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_21240","present",NA
"63","Fulmarus glacialis","Procellariidae","2008-08-09T15:07:00",-124.667,43.836167,"HumanObservation",2008,1,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_21990","present",NA
"64","Fulmarus glacialis","Procellariidae","2008-08-16T17:38:00",-124.693,42.500667,"HumanObservation",2008,2,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_21997","present",NA
"65","Larus glaucescens","Laridae","2010-07-28T17:32:00",-124.668,44.666833,"HumanObservation",2010,1,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_28096","present",NA
"66","Fulmarus glacialis","Procellariidae","2005-07-19T19:11:00",-124.414833,45.165167,"HumanObservation",2005,3,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_11241","present",NA
"67","Phoebastria nigripes","Diomedeidae","2004-07-24T14:42:00",-124.433,44.164667,"HumanObservation",2004,3,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_7743","present",NA
"68","Phoebastria nigripes","Diomedeidae","2008-07-31T19:18:00",-124.8995,44.667667,"HumanObservation",2008,9,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_21735","present",NA
"69","Phoebastria nigripes","Diomedeidae","2005-07-20T17:37:00",-124.4175,44.996833,"HumanObservation",2005,32,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_11246","present",NA
"70","Fulmarus glacialis","Procellariidae","2010-07-02T16:51:00",-124.6365,47.163667,"HumanObservation",2010,5,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_27018","present",NA
"71","Larus glaucescens","Laridae","2007-07-25T15:43:00",-124.649833,46.000333,"HumanObservation",2007,1,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_18085","present",NA
"72","Fulmarus glacialis","Procellariidae","2011-08-24T13:30:00",-124.666667,43.167667,"HumanObservation",2011,2,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_32921","present",NA
"73","Fulmarus glacialis","Procellariidae","2005-07-08T15:18:00",-124.884333,47.664667,"HumanObservation",2005,2,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_11188","present",NA
"74","Fulmarus glacialis","Procellariidae","2008-07-22T19:07:00",-124.650167,46.000167,"HumanObservation",2008,2,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_21224","present",NA
"75","Larus argentatus","Laridae","2005-08-04T13:04:00",-124.901,43.0005,"HumanObservation",2005,33,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_12182","present",NA
"76","Fulmarus glacialis","Procellariidae","2008-08-06T17:26:00",-124.667,44.000333,"HumanObservation",2008,8,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_21981","present",NA
"77","Fulmarus glacialis","Procellariidae","2008-07-15T12:57:00",-124.633833,47.333167,"HumanObservation",2008,2,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_21004","present",NA
"78","Fulmarus glacialis","Procellariidae","2009-07-22T16:43:00",-124.649667,45.500833,"HumanObservation",2009,12,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_24402","present",NA
"79","Larus glaucescens","Laridae","2007-08-05T16:34:00",-124.668,44.493333,"HumanObservation",2007,10,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_18960","present",NA
"80","Fulmarus glacialis","Procellariidae","2009-08-03T20:04:00",-124.665833,44,"HumanObservation",2009,2,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_24563","present",NA
"81","Larus glaucescens","Laridae","2010-07-14T17:22:00",-124.4,46.332167,"HumanObservation",2010,2,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_27643","present",NA
"82","Fulmarus glacialis","Procellariidae","2011-06-22T17:18:00",-125.633,48.000167,"HumanObservation",2011,1,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_29877","present",NA
"83","Phoebastria nigripes","Diomedeidae","2005-07-10T12:55:00",-125.3835,48.168167,"HumanObservation",2005,5,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_11195","present",NA
"84","Phoebastria nigripes","Diomedeidae","2006-07-16T20:11:00",-124.399667,46.333,"HumanObservation",2006,7,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_14622","present",NA
"85","Fulmarus glacialis","Procellariidae","2004-07-01T16:02:00",-124.6315,47.331833,"HumanObservation",2004,3,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_6715","present",NA
"86","Fulmarus glacialis","Procellariidae","2007-07-31T12:43:00",-124.183833,44.9975,"HumanObservation",2007,2,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_18251","present",NA
"87","Fulmarus glacialis","Procellariidae","2007-08-04T16:22:00",-124.670667,44.662833,"HumanObservation",2007,20,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_18951","present",NA
"88","Fulmarus glacialis","Procellariidae","2009-07-24T16:48:00",-124.419333,45.331667,"HumanObservation",2009,2,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_24413","present",NA
"89","Fulmarus glacialis","Procellariidae","2010-07-13T19:04:00",-124.634167,46.666167,"HumanObservation",2010,2,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_27334","present",NA
"90","Phoebastria nigripes","Diomedeidae","2006-08-05T11:34:00",-124.666667,43.5015,"HumanObservation",2006,5,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_15188","present",NA
"91","Phoebastria nigripes","Diomedeidae","2005-06-30T15:10:00",-124.882833,47,"HumanObservation",2005,2,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_10335","present",NA
"92","Fulmarus glacialis","Procellariidae","2010-08-02T16:25:00",-124.664333,44.3325,"HumanObservation",2010,2,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_28118","present",NA
"93","Fulmarus glacialis","Procellariidae","2006-07-25T14:27:00",-124.417,44.999167,"HumanObservation",2006,34,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_14673","present",NA
"94","Puffinus griseus","Procellariidae","2011-08-25T17:10:00",-124.666833,42.832333,"HumanObservation",2011,2,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_32930","present",NA
"95","Fulmarus glacialis","Procellariidae","2011-08-22T20:25:00",-124.4325,43.499667,"HumanObservation",2011,2,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_32916","present",NA
"96","Phoebastria nigripes","Diomedeidae","2009-07-24T13:28:00",-124.652667,45.325333,"HumanObservation",2009,70,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_24409","present",NA
"97","Fulmarus glacialis","Procellariidae","2010-07-15T16:51:00",-124.649667,45.9985,"HumanObservation",2010,30,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_27653","present",NA
"98","Phoebastria nigripes","Diomedeidae","2008-07-03T19:02:00",-125.128333,48.163333,"HumanObservation",2008,35,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_20720","present",NA
"99","Fulmarus glacialis","Procellariidae","2011-08-18T16:32:00",-124.199833,43.998167,"HumanObservation",2011,10,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_32729","present",NA
"100","Fulmarus glacialis","Procellariidae","2005-08-04T15:55:00",-124.899833,42.833833,"HumanObservation",2005,2,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_12188","present",NA
"101","Fulmarus glacialis","Procellariidae","2006-07-08T15:05:00",-125.132667,48.166667,"HumanObservation",2006,1,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_14171","present",NA
"102","Fulmarus glacialis","Procellariidae","2007-08-06T17:28:00",-124.679667,44,"HumanObservation",2007,45,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_18982","present",NA
"103","Fulmarus glacialis","Procellariidae","2010-07-29T12:21:00",-124.416333,44.665833,"HumanObservation",2010,4,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_28107","present",NA
"104","Phoebastria nigripes","Diomedeidae","2002-07-26T20:18:00",-124.426333,43.833667,"HumanObservation",2002,35,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_2333","present",NA
"105","Phoebastria nigripes","Diomedeidae","2008-07-26T15:07:00",-124.65,45.501333,"HumanObservation",2008,16,NA,"828","IPHC seabird survey 2002-2011","7e00bbac-3ca0-4c25-a80c-09e0faad1f3b","IPHC","IPHC","828","828_21245","present",NA
